"","County","Date","confirmed_cases_per_day","year","month","week"
"1","Anderson",2020-03-06,0,"2020","3","10"
"2","Andrews",2020-03-06,0,"2020","3","10"
"3","Angelina",2020-03-06,0,"2020","3","10"
"4","Aransas",2020-03-06,0,"2020","3","10"
"5","Archer",2020-03-06,0,"2020","3","10"
"6","Armstrong",2020-03-06,0,"2020","3","10"
"7","Atascosa",2020-03-06,0,"2020","3","10"
"8","Austin",2020-03-06,0,"2020","3","10"
"9","Bailey",2020-03-06,0,"2020","3","10"
"10","Bandera",2020-03-06,0,"2020","3","10"
"11","Bastrop",2020-03-06,0,"2020","3","10"
"12","Baylor",2020-03-06,0,"2020","3","10"
"13","Bee",2020-03-06,0,"2020","3","10"
"14","Bell",2020-03-06,0,"2020","3","10"
"15","Bexar",2020-03-06,0,"2020","3","10"
"16","Blanco",2020-03-06,0,"2020","3","10"
"17","Borden",2020-03-06,0,"2020","3","10"
"18","Bosque",2020-03-06,0,"2020","3","10"
"19","Bowie",2020-03-06,0,"2020","3","10"
"20","Brazoria",2020-03-06,1,"2020","3","10"
"21","Brazos",2020-03-06,0,"2020","3","10"
"22","Brewster",2020-03-06,0,"2020","3","10"
"23","Briscoe",2020-03-06,0,"2020","3","10"
"24","Brooks",2020-03-06,0,"2020","3","10"
"25","Brown",2020-03-06,0,"2020","3","10"
"26","Burleson",2020-03-06,0,"2020","3","10"
"27","Burnet",2020-03-06,0,"2020","3","10"
"28","Caldwell",2020-03-06,0,"2020","3","10"
"29","Calhoun",2020-03-06,0,"2020","3","10"
"30","Callahan",2020-03-06,0,"2020","3","10"
"31","Cameron",2020-03-06,0,"2020","3","10"
"32","Camp",2020-03-06,0,"2020","3","10"
"33","Carson",2020-03-06,0,"2020","3","10"
"34","Cass",2020-03-06,0,"2020","3","10"
"35","Castro",2020-03-06,0,"2020","3","10"
"36","Chambers",2020-03-06,0,"2020","3","10"
"37","Cherokee",2020-03-06,0,"2020","3","10"
"38","Childress",2020-03-06,0,"2020","3","10"
"39","Clay",2020-03-06,0,"2020","3","10"
"40","Cochran",2020-03-06,0,"2020","3","10"
"41","Coke",2020-03-06,0,"2020","3","10"
"42","Coleman",2020-03-06,0,"2020","3","10"
"43","Collin",2020-03-06,0,"2020","3","10"
"44","Collingsworth",2020-03-06,0,"2020","3","10"
"45","Colorado",2020-03-06,0,"2020","3","10"
"46","Comal",2020-03-06,0,"2020","3","10"
"47","Comanche",2020-03-06,0,"2020","3","10"
"48","Concho",2020-03-06,0,"2020","3","10"
"49","Cooke",2020-03-06,0,"2020","3","10"
"50","Coryell",2020-03-06,0,"2020","3","10"
"51","Cottle",2020-03-06,0,"2020","3","10"
"52","Crane",2020-03-06,0,"2020","3","10"
"53","Crockett",2020-03-06,0,"2020","3","10"
"54","Crosby",2020-03-06,0,"2020","3","10"
"55","Culberson",2020-03-06,0,"2020","3","10"
"56","Dallam",2020-03-06,0,"2020","3","10"
"57","Dallas",2020-03-06,0,"2020","3","10"
"58","Dawson",2020-03-06,0,"2020","3","10"
"59","Deaf Smith",2020-03-06,0,"2020","3","10"
"60","Delta",2020-03-06,0,"2020","3","10"
"61","Denton",2020-03-06,0,"2020","3","10"
"62","DeWitt",2020-03-06,0,"2020","3","10"
"63","Dickens",2020-03-06,0,"2020","3","10"
"64","Dimmit",2020-03-06,0,"2020","3","10"
"65","Donley",2020-03-06,0,"2020","3","10"
"66","Duval",2020-03-06,0,"2020","3","10"
"67","Eastland",2020-03-06,0,"2020","3","10"
"68","Ector",2020-03-06,0,"2020","3","10"
"69","Edwards",2020-03-06,0,"2020","3","10"
"70","El Paso",2020-03-06,0,"2020","3","10"
"71","Ellis",2020-03-06,0,"2020","3","10"
"72","Erath",2020-03-06,0,"2020","3","10"
"73","Falls",2020-03-06,0,"2020","3","10"
"74","Fannin",2020-03-06,0,"2020","3","10"
"75","Fayette",2020-03-06,0,"2020","3","10"
"76","Fisher",2020-03-06,0,"2020","3","10"
"77","Floyd",2020-03-06,0,"2020","3","10"
"78","Foard",2020-03-06,0,"2020","3","10"
"79","Fort Bend",2020-03-06,0,"2020","3","10"
"80","Franklin",2020-03-06,0,"2020","3","10"
"81","Freestone",2020-03-06,0,"2020","3","10"
"82","Frio",2020-03-06,0,"2020","3","10"
"83","Gaines",2020-03-06,0,"2020","3","10"
"84","Galveston",2020-03-06,0,"2020","3","10"
"85","Garza",2020-03-06,0,"2020","3","10"
"86","Gillespie",2020-03-06,0,"2020","3","10"
"87","Glasscock",2020-03-06,0,"2020","3","10"
"88","Goliad",2020-03-06,0,"2020","3","10"
"89","Gonzales",2020-03-06,0,"2020","3","10"
"90","Gray",2020-03-06,0,"2020","3","10"
"91","Grayson",2020-03-06,0,"2020","3","10"
"92","Gregg",2020-03-06,0,"2020","3","10"
"93","Grimes",2020-03-06,0,"2020","3","10"
"94","Guadalupe",2020-03-06,0,"2020","3","10"
"95","Hale",2020-03-06,0,"2020","3","10"
"96","Hall",2020-03-06,0,"2020","3","10"
"97","Hamilton",2020-03-06,0,"2020","3","10"
"98","Hansford",2020-03-06,0,"2020","3","10"
"99","Hardeman",2020-03-06,0,"2020","3","10"
"100","Hardin",2020-03-06,0,"2020","3","10"
"101","Harris",2020-03-06,0,"2020","3","10"
"102","Harrison",2020-03-06,0,"2020","3","10"
"103","Hartley",2020-03-06,0,"2020","3","10"
"104","Haskell",2020-03-06,0,"2020","3","10"
"105","Hays",2020-03-06,0,"2020","3","10"
"106","Hemphill",2020-03-06,0,"2020","3","10"
"107","Henderson",2020-03-06,0,"2020","3","10"
"108","Hidalgo",2020-03-06,0,"2020","3","10"
"109","Hill",2020-03-06,0,"2020","3","10"
"110","Hockley",2020-03-06,0,"2020","3","10"
"111","Hood",2020-03-06,0,"2020","3","10"
"112","Hopkins",2020-03-06,0,"2020","3","10"
"113","Houston",2020-03-06,0,"2020","3","10"
"114","Howard",2020-03-06,0,"2020","3","10"
"115","Hudspeth",2020-03-06,0,"2020","3","10"
"116","Hunt",2020-03-06,0,"2020","3","10"
"117","Hutchinson",2020-03-06,0,"2020","3","10"
"118","Irion",2020-03-06,0,"2020","3","10"
"119","Jack",2020-03-06,0,"2020","3","10"
"120","Jackson",2020-03-06,0,"2020","3","10"
"121","Jasper",2020-03-06,0,"2020","3","10"
"122","Jeff Davis",2020-03-06,0,"2020","3","10"
"123","Jefferson",2020-03-06,0,"2020","3","10"
"124","Jim Hogg",2020-03-06,0,"2020","3","10"
"125","Jim Wells",2020-03-06,0,"2020","3","10"
"126","Johnson",2020-03-06,0,"2020","3","10"
"127","Jones",2020-03-06,0,"2020","3","10"
"128","Karnes",2020-03-06,0,"2020","3","10"
"129","Kaufman",2020-03-06,0,"2020","3","10"
"130","Kendall",2020-03-06,0,"2020","3","10"
"131","Kenedy",2020-03-06,0,"2020","3","10"
"132","Kent",2020-03-06,0,"2020","3","10"
"133","Kerr",2020-03-06,0,"2020","3","10"
"134","Kimble",2020-03-06,0,"2020","3","10"
"135","King",2020-03-06,0,"2020","3","10"
"136","Kinney",2020-03-06,0,"2020","3","10"
"137","Kleberg",2020-03-06,0,"2020","3","10"
"138","Knox",2020-03-06,0,"2020","3","10"
"139","La Salle",2020-03-06,0,"2020","3","10"
"140","Lamar",2020-03-06,0,"2020","3","10"
"141","Lamb",2020-03-06,0,"2020","3","10"
"142","Lampasas",2020-03-06,0,"2020","3","10"
"143","Lavaca",2020-03-06,0,"2020","3","10"
"144","Lee",2020-03-06,0,"2020","3","10"
"145","Leon",2020-03-06,0,"2020","3","10"
"146","Liberty",2020-03-06,0,"2020","3","10"
"147","Limestone",2020-03-06,0,"2020","3","10"
"148","Lipscomb",2020-03-06,0,"2020","3","10"
"149","Live Oak",2020-03-06,0,"2020","3","10"
"150","Llano",2020-03-06,0,"2020","3","10"
"151","Loving",2020-03-06,0,"2020","3","10"
"152","Lubbock",2020-03-06,0,"2020","3","10"
"153","Lynn",2020-03-06,0,"2020","3","10"
"154","Madison",2020-03-06,0,"2020","3","10"
"155","Marion",2020-03-06,0,"2020","3","10"
"156","Martin",2020-03-06,0,"2020","3","10"
"157","Mason",2020-03-06,0,"2020","3","10"
"158","Matagorda",2020-03-06,0,"2020","3","10"
"159","Maverick",2020-03-06,0,"2020","3","10"
"160","McCulloch",2020-03-06,0,"2020","3","10"
"161","McLennan",2020-03-06,0,"2020","3","10"
"162","McMullen",2020-03-06,0,"2020","3","10"
"163","Medina",2020-03-06,0,"2020","3","10"
"164","Menard",2020-03-06,0,"2020","3","10"
"165","Midland",2020-03-06,0,"2020","3","10"
"166","Milam",2020-03-06,0,"2020","3","10"
"167","Mills",2020-03-06,0,"2020","3","10"
"168","Mitchell",2020-03-06,0,"2020","3","10"
"169","Montague",2020-03-06,0,"2020","3","10"
"170","Montgomery",2020-03-06,0,"2020","3","10"
"171","Moore",2020-03-06,0,"2020","3","10"
"172","Morris",2020-03-06,0,"2020","3","10"
"173","Motley",2020-03-06,0,"2020","3","10"
"174","Nacogdoches",2020-03-06,0,"2020","3","10"
"175","Navarro",2020-03-06,0,"2020","3","10"
"176","Newton",2020-03-06,0,"2020","3","10"
"177","Nolan",2020-03-06,0,"2020","3","10"
"178","Nueces",2020-03-06,0,"2020","3","10"
"179","Ochiltree",2020-03-06,0,"2020","3","10"
"180","Oldham",2020-03-06,0,"2020","3","10"
"181","Orange",2020-03-06,0,"2020","3","10"
"182","Palo Pinto",2020-03-06,0,"2020","3","10"
"183","Panola",2020-03-06,0,"2020","3","10"
"184","Parker",2020-03-06,0,"2020","3","10"
"185","Parmer",2020-03-06,0,"2020","3","10"
"186","Pecos",2020-03-06,0,"2020","3","10"
"187","Polk",2020-03-06,0,"2020","3","10"
"188","Potter",2020-03-06,0,"2020","3","10"
"189","Presidio",2020-03-06,0,"2020","3","10"
"190","Rains",2020-03-06,0,"2020","3","10"
"191","Randall",2020-03-06,0,"2020","3","10"
"192","Reagan",2020-03-06,0,"2020","3","10"
"193","Real",2020-03-06,0,"2020","3","10"
"194","Red River",2020-03-06,0,"2020","3","10"
"195","Reeves",2020-03-06,0,"2020","3","10"
"196","Refugio",2020-03-06,0,"2020","3","10"
"197","Roberts",2020-03-06,0,"2020","3","10"
"198","Robertson",2020-03-06,0,"2020","3","10"
"199","Rockwall",2020-03-06,0,"2020","3","10"
"200","Runnels",2020-03-06,0,"2020","3","10"
"201","Rusk",2020-03-06,0,"2020","3","10"
"202","Sabine",2020-03-06,0,"2020","3","10"
"203","San Augustine",2020-03-06,0,"2020","3","10"
"204","San Jacinto",2020-03-06,0,"2020","3","10"
"205","San Patricio",2020-03-06,0,"2020","3","10"
"206","San Saba",2020-03-06,0,"2020","3","10"
"207","Schleicher",2020-03-06,0,"2020","3","10"
"208","Scurry",2020-03-06,0,"2020","3","10"
"209","Shackelford",2020-03-06,0,"2020","3","10"
"210","Shelby",2020-03-06,0,"2020","3","10"
"211","Sherman",2020-03-06,0,"2020","3","10"
"212","Smith",2020-03-06,0,"2020","3","10"
"213","Somervell",2020-03-06,0,"2020","3","10"
"214","Starr",2020-03-06,0,"2020","3","10"
"215","Stephens",2020-03-06,0,"2020","3","10"
"216","Sterling",2020-03-06,0,"2020","3","10"
"217","Stonewall",2020-03-06,0,"2020","3","10"
"218","Sutton",2020-03-06,0,"2020","3","10"
"219","Swisher",2020-03-06,0,"2020","3","10"
"220","Tarrant",2020-03-06,0,"2020","3","10"
"221","Taylor",2020-03-06,0,"2020","3","10"
"222","Terrell",2020-03-06,0,"2020","3","10"
"223","Terry",2020-03-06,0,"2020","3","10"
"224","Throckmorton",2020-03-06,0,"2020","3","10"
"225","Titus",2020-03-06,0,"2020","3","10"
"226","Tom Green",2020-03-06,0,"2020","3","10"
"227","Travis",2020-03-06,0,"2020","3","10"
"228","Trinity",2020-03-06,0,"2020","3","10"
"229","Tyler",2020-03-06,0,"2020","3","10"
"230","Upshur",2020-03-06,0,"2020","3","10"
"231","Upton",2020-03-06,0,"2020","3","10"
"232","Uvalde",2020-03-06,0,"2020","3","10"
"233","Val Verde",2020-03-06,0,"2020","3","10"
"234","Van Zandt",2020-03-06,0,"2020","3","10"
"235","Victoria",2020-03-06,0,"2020","3","10"
"236","Walker",2020-03-06,0,"2020","3","10"
"237","Waller",2020-03-06,0,"2020","3","10"
"238","Ward",2020-03-06,0,"2020","3","10"
"239","Washington",2020-03-06,0,"2020","3","10"
"240","Webb",2020-03-06,0,"2020","3","10"
"241","Wharton",2020-03-06,0,"2020","3","10"
"242","Wheeler",2020-03-06,0,"2020","3","10"
"243","Wichita",2020-03-06,0,"2020","3","10"
"244","Wilbarger",2020-03-06,0,"2020","3","10"
"245","Willacy",2020-03-06,0,"2020","3","10"
"246","Williamson",2020-03-06,0,"2020","3","10"
"247","Wilson",2020-03-06,0,"2020","3","10"
"248","Winkler",2020-03-06,0,"2020","3","10"
"249","Wise",2020-03-06,0,"2020","3","10"
"250","Wood",2020-03-06,0,"2020","3","10"
"251","Yoakum",2020-03-06,0,"2020","3","10"
"252","Young",2020-03-06,0,"2020","3","10"
"253","Zapata",2020-03-06,0,"2020","3","10"
"254","Zavala",2020-03-06,0,"2020","3","10"
"255","Anderson",2020-03-07,0,"2020","3","10"
"256","Andrews",2020-03-07,0,"2020","3","10"
"257","Angelina",2020-03-07,0,"2020","3","10"
"258","Aransas",2020-03-07,0,"2020","3","10"
"259","Archer",2020-03-07,0,"2020","3","10"
"260","Armstrong",2020-03-07,0,"2020","3","10"
"261","Atascosa",2020-03-07,0,"2020","3","10"
"262","Austin",2020-03-07,0,"2020","3","10"
"263","Bailey",2020-03-07,0,"2020","3","10"
"264","Bandera",2020-03-07,0,"2020","3","10"
"265","Bastrop",2020-03-07,0,"2020","3","10"
"266","Baylor",2020-03-07,0,"2020","3","10"
"267","Bee",2020-03-07,0,"2020","3","10"
"268","Bell",2020-03-07,0,"2020","3","10"
"269","Bexar",2020-03-07,0,"2020","3","10"
"270","Blanco",2020-03-07,0,"2020","3","10"
"271","Borden",2020-03-07,0,"2020","3","10"
"272","Bosque",2020-03-07,0,"2020","3","10"
"273","Bowie",2020-03-07,0,"2020","3","10"
"274","Brazoria",2020-03-07,0,"2020","3","10"
"275","Brazos",2020-03-07,0,"2020","3","10"
"276","Brewster",2020-03-07,0,"2020","3","10"
"277","Briscoe",2020-03-07,0,"2020","3","10"
"278","Brooks",2020-03-07,0,"2020","3","10"
"279","Brown",2020-03-07,0,"2020","3","10"
"280","Burleson",2020-03-07,0,"2020","3","10"
"281","Burnet",2020-03-07,0,"2020","3","10"
"282","Caldwell",2020-03-07,0,"2020","3","10"
"283","Calhoun",2020-03-07,0,"2020","3","10"
"284","Callahan",2020-03-07,0,"2020","3","10"
"285","Cameron",2020-03-07,0,"2020","3","10"
"286","Camp",2020-03-07,0,"2020","3","10"
"287","Carson",2020-03-07,0,"2020","3","10"
"288","Cass",2020-03-07,0,"2020","3","10"
"289","Castro",2020-03-07,0,"2020","3","10"
"290","Chambers",2020-03-07,0,"2020","3","10"
"291","Cherokee",2020-03-07,0,"2020","3","10"
"292","Childress",2020-03-07,0,"2020","3","10"
"293","Clay",2020-03-07,0,"2020","3","10"
"294","Cochran",2020-03-07,0,"2020","3","10"
"295","Coke",2020-03-07,0,"2020","3","10"
"296","Coleman",2020-03-07,0,"2020","3","10"
"297","Collin",2020-03-07,0,"2020","3","10"
"298","Collingsworth",2020-03-07,0,"2020","3","10"
"299","Colorado",2020-03-07,0,"2020","3","10"
"300","Comal",2020-03-07,0,"2020","3","10"
"301","Comanche",2020-03-07,0,"2020","3","10"
"302","Concho",2020-03-07,0,"2020","3","10"
"303","Cooke",2020-03-07,0,"2020","3","10"
"304","Coryell",2020-03-07,0,"2020","3","10"
"305","Cottle",2020-03-07,0,"2020","3","10"
"306","Crane",2020-03-07,0,"2020","3","10"
"307","Crockett",2020-03-07,0,"2020","3","10"
"308","Crosby",2020-03-07,0,"2020","3","10"
"309","Culberson",2020-03-07,0,"2020","3","10"
"310","Dallam",2020-03-07,0,"2020","3","10"
"311","Dallas",2020-03-07,0,"2020","3","10"
"312","Dawson",2020-03-07,0,"2020","3","10"
"313","Deaf Smith",2020-03-07,0,"2020","3","10"
"314","Delta",2020-03-07,0,"2020","3","10"
"315","Denton",2020-03-07,0,"2020","3","10"
"316","DeWitt",2020-03-07,0,"2020","3","10"
"317","Dickens",2020-03-07,0,"2020","3","10"
"318","Dimmit",2020-03-07,0,"2020","3","10"
"319","Donley",2020-03-07,0,"2020","3","10"
"320","Duval",2020-03-07,0,"2020","3","10"
"321","Eastland",2020-03-07,0,"2020","3","10"
"322","Ector",2020-03-07,0,"2020","3","10"
"323","Edwards",2020-03-07,0,"2020","3","10"
"324","El Paso",2020-03-07,0,"2020","3","10"
"325","Ellis",2020-03-07,0,"2020","3","10"
"326","Erath",2020-03-07,0,"2020","3","10"
"327","Falls",2020-03-07,0,"2020","3","10"
"328","Fannin",2020-03-07,0,"2020","3","10"
"329","Fayette",2020-03-07,0,"2020","3","10"
"330","Fisher",2020-03-07,0,"2020","3","10"
"331","Floyd",2020-03-07,0,"2020","3","10"
"332","Foard",2020-03-07,0,"2020","3","10"
"333","Fort Bend",2020-03-07,0,"2020","3","10"
"334","Franklin",2020-03-07,0,"2020","3","10"
"335","Freestone",2020-03-07,0,"2020","3","10"
"336","Frio",2020-03-07,0,"2020","3","10"
"337","Gaines",2020-03-07,0,"2020","3","10"
"338","Galveston",2020-03-07,0,"2020","3","10"
"339","Garza",2020-03-07,0,"2020","3","10"
"340","Gillespie",2020-03-07,0,"2020","3","10"
"341","Glasscock",2020-03-07,0,"2020","3","10"
"342","Goliad",2020-03-07,0,"2020","3","10"
"343","Gonzales",2020-03-07,0,"2020","3","10"
"344","Gray",2020-03-07,0,"2020","3","10"
"345","Grayson",2020-03-07,0,"2020","3","10"
"346","Gregg",2020-03-07,0,"2020","3","10"
"347","Grimes",2020-03-07,0,"2020","3","10"
"348","Guadalupe",2020-03-07,0,"2020","3","10"
"349","Hale",2020-03-07,0,"2020","3","10"
"350","Hall",2020-03-07,0,"2020","3","10"
"351","Hamilton",2020-03-07,0,"2020","3","10"
"352","Hansford",2020-03-07,0,"2020","3","10"
"353","Hardeman",2020-03-07,0,"2020","3","10"
"354","Hardin",2020-03-07,0,"2020","3","10"
"355","Harris",2020-03-07,0,"2020","3","10"
"356","Harrison",2020-03-07,0,"2020","3","10"
"357","Hartley",2020-03-07,0,"2020","3","10"
"358","Haskell",2020-03-07,0,"2020","3","10"
"359","Hays",2020-03-07,0,"2020","3","10"
"360","Hemphill",2020-03-07,0,"2020","3","10"
"361","Henderson",2020-03-07,0,"2020","3","10"
"362","Hidalgo",2020-03-07,0,"2020","3","10"
"363","Hill",2020-03-07,0,"2020","3","10"
"364","Hockley",2020-03-07,0,"2020","3","10"
"365","Hood",2020-03-07,0,"2020","3","10"
"366","Hopkins",2020-03-07,0,"2020","3","10"
"367","Houston",2020-03-07,0,"2020","3","10"
"368","Howard",2020-03-07,0,"2020","3","10"
"369","Hudspeth",2020-03-07,0,"2020","3","10"
"370","Hunt",2020-03-07,0,"2020","3","10"
"371","Hutchinson",2020-03-07,0,"2020","3","10"
"372","Irion",2020-03-07,0,"2020","3","10"
"373","Jack",2020-03-07,0,"2020","3","10"
"374","Jackson",2020-03-07,0,"2020","3","10"
"375","Jasper",2020-03-07,0,"2020","3","10"
"376","Jeff Davis",2020-03-07,0,"2020","3","10"
"377","Jefferson",2020-03-07,0,"2020","3","10"
"378","Jim Hogg",2020-03-07,0,"2020","3","10"
"379","Jim Wells",2020-03-07,0,"2020","3","10"
"380","Johnson",2020-03-07,0,"2020","3","10"
"381","Jones",2020-03-07,0,"2020","3","10"
"382","Karnes",2020-03-07,0,"2020","3","10"
"383","Kaufman",2020-03-07,0,"2020","3","10"
"384","Kendall",2020-03-07,0,"2020","3","10"
"385","Kenedy",2020-03-07,0,"2020","3","10"
"386","Kent",2020-03-07,0,"2020","3","10"
"387","Kerr",2020-03-07,0,"2020","3","10"
"388","Kimble",2020-03-07,0,"2020","3","10"
"389","King",2020-03-07,0,"2020","3","10"
"390","Kinney",2020-03-07,0,"2020","3","10"
"391","Kleberg",2020-03-07,0,"2020","3","10"
"392","Knox",2020-03-07,0,"2020","3","10"
"393","La Salle",2020-03-07,0,"2020","3","10"
"394","Lamar",2020-03-07,0,"2020","3","10"
"395","Lamb",2020-03-07,0,"2020","3","10"
"396","Lampasas",2020-03-07,0,"2020","3","10"
"397","Lavaca",2020-03-07,0,"2020","3","10"
"398","Lee",2020-03-07,0,"2020","3","10"
"399","Leon",2020-03-07,0,"2020","3","10"
"400","Liberty",2020-03-07,0,"2020","3","10"
"401","Limestone",2020-03-07,0,"2020","3","10"
"402","Lipscomb",2020-03-07,0,"2020","3","10"
"403","Live Oak",2020-03-07,0,"2020","3","10"
"404","Llano",2020-03-07,0,"2020","3","10"
"405","Loving",2020-03-07,0,"2020","3","10"
"406","Lubbock",2020-03-07,0,"2020","3","10"
"407","Lynn",2020-03-07,0,"2020","3","10"
"408","Madison",2020-03-07,0,"2020","3","10"
"409","Marion",2020-03-07,0,"2020","3","10"
"410","Martin",2020-03-07,0,"2020","3","10"
"411","Mason",2020-03-07,0,"2020","3","10"
"412","Matagorda",2020-03-07,0,"2020","3","10"
"413","Maverick",2020-03-07,0,"2020","3","10"
"414","McCulloch",2020-03-07,0,"2020","3","10"
"415","McLennan",2020-03-07,0,"2020","3","10"
"416","McMullen",2020-03-07,0,"2020","3","10"
"417","Medina",2020-03-07,0,"2020","3","10"
"418","Menard",2020-03-07,0,"2020","3","10"
"419","Midland",2020-03-07,0,"2020","3","10"
"420","Milam",2020-03-07,0,"2020","3","10"
"421","Mills",2020-03-07,0,"2020","3","10"
"422","Mitchell",2020-03-07,0,"2020","3","10"
"423","Montague",2020-03-07,0,"2020","3","10"
"424","Montgomery",2020-03-07,0,"2020","3","10"
"425","Moore",2020-03-07,0,"2020","3","10"
"426","Morris",2020-03-07,0,"2020","3","10"
"427","Motley",2020-03-07,0,"2020","3","10"
"428","Nacogdoches",2020-03-07,0,"2020","3","10"
"429","Navarro",2020-03-07,0,"2020","3","10"
"430","Newton",2020-03-07,0,"2020","3","10"
"431","Nolan",2020-03-07,0,"2020","3","10"
"432","Nueces",2020-03-07,0,"2020","3","10"
"433","Ochiltree",2020-03-07,0,"2020","3","10"
"434","Oldham",2020-03-07,0,"2020","3","10"
"435","Orange",2020-03-07,0,"2020","3","10"
"436","Palo Pinto",2020-03-07,0,"2020","3","10"
"437","Panola",2020-03-07,0,"2020","3","10"
"438","Parker",2020-03-07,0,"2020","3","10"
"439","Parmer",2020-03-07,0,"2020","3","10"
"440","Pecos",2020-03-07,0,"2020","3","10"
"441","Polk",2020-03-07,0,"2020","3","10"
"442","Potter",2020-03-07,0,"2020","3","10"
"443","Presidio",2020-03-07,0,"2020","3","10"
"444","Rains",2020-03-07,0,"2020","3","10"
"445","Randall",2020-03-07,0,"2020","3","10"
"446","Reagan",2020-03-07,0,"2020","3","10"
"447","Real",2020-03-07,0,"2020","3","10"
"448","Red River",2020-03-07,0,"2020","3","10"
"449","Reeves",2020-03-07,0,"2020","3","10"
"450","Refugio",2020-03-07,0,"2020","3","10"
"451","Roberts",2020-03-07,0,"2020","3","10"
"452","Robertson",2020-03-07,0,"2020","3","10"
"453","Rockwall",2020-03-07,0,"2020","3","10"
"454","Runnels",2020-03-07,0,"2020","3","10"
"455","Rusk",2020-03-07,0,"2020","3","10"
"456","Sabine",2020-03-07,0,"2020","3","10"
"457","San Augustine",2020-03-07,0,"2020","3","10"
"458","San Jacinto",2020-03-07,0,"2020","3","10"
"459","San Patricio",2020-03-07,0,"2020","3","10"
"460","San Saba",2020-03-07,0,"2020","3","10"
"461","Schleicher",2020-03-07,0,"2020","3","10"
"462","Scurry",2020-03-07,0,"2020","3","10"
"463","Shackelford",2020-03-07,0,"2020","3","10"
"464","Shelby",2020-03-07,0,"2020","3","10"
"465","Sherman",2020-03-07,0,"2020","3","10"
"466","Smith",2020-03-07,0,"2020","3","10"
"467","Somervell",2020-03-07,0,"2020","3","10"
"468","Starr",2020-03-07,0,"2020","3","10"
"469","Stephens",2020-03-07,0,"2020","3","10"
"470","Sterling",2020-03-07,0,"2020","3","10"
"471","Stonewall",2020-03-07,0,"2020","3","10"
"472","Sutton",2020-03-07,0,"2020","3","10"
"473","Swisher",2020-03-07,0,"2020","3","10"
"474","Tarrant",2020-03-07,0,"2020","3","10"
"475","Taylor",2020-03-07,0,"2020","3","10"
"476","Terrell",2020-03-07,0,"2020","3","10"
"477","Terry",2020-03-07,0,"2020","3","10"
"478","Throckmorton",2020-03-07,0,"2020","3","10"
"479","Titus",2020-03-07,0,"2020","3","10"
"480","Tom Green",2020-03-07,0,"2020","3","10"
"481","Travis",2020-03-07,0,"2020","3","10"
"482","Trinity",2020-03-07,0,"2020","3","10"
"483","Tyler",2020-03-07,0,"2020","3","10"
"484","Upshur",2020-03-07,0,"2020","3","10"
"485","Upton",2020-03-07,0,"2020","3","10"
"486","Uvalde",2020-03-07,0,"2020","3","10"
"487","Val Verde",2020-03-07,0,"2020","3","10"
"488","Van Zandt",2020-03-07,0,"2020","3","10"
"489","Victoria",2020-03-07,0,"2020","3","10"
"490","Walker",2020-03-07,0,"2020","3","10"
"491","Waller",2020-03-07,0,"2020","3","10"
"492","Ward",2020-03-07,0,"2020","3","10"
"493","Washington",2020-03-07,0,"2020","3","10"
"494","Webb",2020-03-07,0,"2020","3","10"
"495","Wharton",2020-03-07,0,"2020","3","10"
"496","Wheeler",2020-03-07,0,"2020","3","10"
"497","Wichita",2020-03-07,0,"2020","3","10"
"498","Wilbarger",2020-03-07,0,"2020","3","10"
"499","Willacy",2020-03-07,0,"2020","3","10"
"500","Williamson",2020-03-07,0,"2020","3","10"
"501","Wilson",2020-03-07,0,"2020","3","10"
"502","Winkler",2020-03-07,0,"2020","3","10"
"503","Wise",2020-03-07,0,"2020","3","10"
"504","Wood",2020-03-07,0,"2020","3","10"
"505","Yoakum",2020-03-07,0,"2020","3","10"
"506","Young",2020-03-07,0,"2020","3","10"
"507","Zapata",2020-03-07,0,"2020","3","10"
"508","Zavala",2020-03-07,0,"2020","3","10"
"509","Anderson",2020-03-08,0,"2020","3","10"
"510","Andrews",2020-03-08,0,"2020","3","10"
"511","Angelina",2020-03-08,0,"2020","3","10"
"512","Aransas",2020-03-08,0,"2020","3","10"
"513","Archer",2020-03-08,0,"2020","3","10"
"514","Armstrong",2020-03-08,0,"2020","3","10"
"515","Atascosa",2020-03-08,0,"2020","3","10"
"516","Austin",2020-03-08,0,"2020","3","10"
"517","Bailey",2020-03-08,0,"2020","3","10"
"518","Bandera",2020-03-08,0,"2020","3","10"
"519","Bastrop",2020-03-08,0,"2020","3","10"
"520","Baylor",2020-03-08,0,"2020","3","10"
"521","Bee",2020-03-08,0,"2020","3","10"
"522","Bell",2020-03-08,0,"2020","3","10"
"523","Bexar",2020-03-08,0,"2020","3","10"
"524","Blanco",2020-03-08,0,"2020","3","10"
"525","Borden",2020-03-08,0,"2020","3","10"
"526","Bosque",2020-03-08,0,"2020","3","10"
"527","Bowie",2020-03-08,0,"2020","3","10"
"528","Brazoria",2020-03-08,0,"2020","3","10"
"529","Brazos",2020-03-08,1,"2020","3","10"
"530","Brewster",2020-03-08,0,"2020","3","10"
"531","Briscoe",2020-03-08,0,"2020","3","10"
"532","Brooks",2020-03-08,0,"2020","3","10"
"533","Brown",2020-03-08,0,"2020","3","10"
"534","Burleson",2020-03-08,0,"2020","3","10"
"535","Burnet",2020-03-08,0,"2020","3","10"
"536","Caldwell",2020-03-08,0,"2020","3","10"
"537","Calhoun",2020-03-08,0,"2020","3","10"
