"","County","Date","confirmed_cases_per_day","year","month","week"
"151230","Hardin",2021-10-22,12,"2021","10","43"
"151231","Harris",2021-10-22,418,"2021","10","43"
"151232","Harrison",2021-10-22,2,"2021","10","43"
"151233","Hartley",2021-10-22,5,"2021","10","43"
"151234","Haskell",2021-10-22,2,"2021","10","43"
"151235","Hays",2021-10-22,46,"2021","10","43"
"151236","Hemphill",2021-10-22,0,"2021","10","43"
"151237","Henderson",2021-10-22,4,"2021","10","43"
"151238","Hidalgo",2021-10-22,36,"2021","10","43"
"151239","Hill",2021-10-22,9,"2021","10","43"
"151240","Hockley",2021-10-22,7,"2021","10","43"
"151241","Hood",2021-10-22,5,"2021","10","43"
"151242","Hopkins",2021-10-22,5,"2021","10","43"
"151243","Houston",2021-10-22,4,"2021","10","43"
"151244","Howard",2021-10-22,1,"2021","10","43"
"151245","Hudspeth",2021-10-22,0,"2021","10","43"
"151246","Hunt",2021-10-22,10,"2021","10","43"
"151247","Hutchinson",2021-10-22,5,"2021","10","43"
"151248","Irion",2021-10-22,0,"2021","10","43"
"151249","Jack",2021-10-22,2,"2021","10","43"
"151250","Jackson",2021-10-22,1,"2021","10","43"
"151251","Jasper",2021-10-22,1,"2021","10","43"
"151252","Jeff Davis",2021-10-22,0,"2021","10","43"
"151253","Jefferson",2021-10-22,9,"2021","10","43"
"151254","Jim Hogg",2021-10-22,0,"2021","10","43"
"151255","Jim Wells",2021-10-22,6,"2021","10","43"
"151256","Johnson",2021-10-22,43,"2021","10","43"
"151257","Jones",2021-10-22,0,"2021","10","43"
"151258","Karnes",2021-10-22,0,"2021","10","43"
"151259","Kaufman",2021-10-22,24,"2021","10","43"
"151260","Kendall",2021-10-22,3,"2021","10","43"
"151261","Kenedy",2021-10-22,0,"2021","10","43"
"151262","Kent",2021-10-22,0,"2021","10","43"
"151263","Kerr",2021-10-22,3,"2021","10","43"
"151264","Kimble",2021-10-22,0,"2021","10","43"
"151265","King",2021-10-22,0,"2021","10","43"
"151266","Kinney",2021-10-22,0,"2021","10","43"
"151267","Kleberg",2021-10-22,5,"2021","10","43"
"151268","Knox",2021-10-22,0,"2021","10","43"
"151269","La Salle",2021-10-22,5,"2021","10","43"
"151270","Lamar",2021-10-22,3,"2021","10","43"
"151271","Lamb",2021-10-22,3,"2021","10","43"
"151272","Lampasas",2021-10-22,6,"2021","10","43"
"151273","Lavaca",2021-10-22,1,"2021","10","43"
"151274","Lee",2021-10-22,7,"2021","10","43"
"151275","Leon",2021-10-22,0,"2021","10","43"
"151276","Liberty",2021-10-22,10,"2021","10","43"
"151277","Limestone",2021-10-22,3,"2021","10","43"
"151278","Lipscomb",2021-10-22,1,"2021","10","43"
"151279","Live Oak",2021-10-22,0,"2021","10","43"
"151280","Llano",2021-10-22,3,"2021","10","43"
"151281","Loving",2021-10-22,0,"2021","10","43"
"151282","Lubbock",2021-10-22,48,"2021","10","43"
"151283","Lynn",2021-10-22,0,"2021","10","43"
"151284","Madison",2021-10-22,2,"2021","10","43"
"151285","Marion",2021-10-22,0,"2021","10","43"
"151286","Martin",2021-10-22,0,"2021","10","43"
"151287","Mason",2021-10-22,0,"2021","10","43"
"151288","Matagorda",2021-10-22,2,"2021","10","43"
"151289","Maverick",2021-10-22,3,"2021","10","43"
"151290","McCulloch",2021-10-22,1,"2021","10","43"
"151291","McLennan",2021-10-22,91,"2021","10","43"
"151292","McMullen",2021-10-22,0,"2021","10","43"
"151293","Medina",2021-10-22,5,"2021","10","43"
"151294","Menard",2021-10-22,0,"2021","10","43"
"151295","Midland",2021-10-22,17,"2021","10","43"
"151296","Milam",2021-10-22,6,"2021","10","43"
"151297","Mills",2021-10-22,0,"2021","10","43"
"151298","Mitchell",2021-10-22,5,"2021","10","43"
"151299","Montague",2021-10-22,3,"2021","10","43"
"151300","Montgomery",2021-10-22,71,"2021","10","43"
"151301","Moore",2021-10-22,1,"2021","10","43"
"151302","Morris",2021-10-22,0,"2021","10","43"
"151303","Motley",2021-10-22,0,"2021","10","43"
"151304","Nacogdoches",2021-10-22,4,"2021","10","43"
"151305","Navarro",2021-10-22,6,"2021","10","43"
"151306","Newton",2021-10-22,0,"2021","10","43"
"151307","Nolan",2021-10-22,3,"2021","10","43"
"151308","Nueces",2021-10-22,76,"2021","10","43"
"151309","Ochiltree",2021-10-22,0,"2021","10","43"
"151310","Oldham",2021-10-22,0,"2021","10","43"
"151311","Orange",2021-10-22,2,"2021","10","43"
"151312","Palo Pinto",2021-10-22,2,"2021","10","43"
"151313","Panola",2021-10-22,2,"2021","10","43"
"151314","Parker",2021-10-22,33,"2021","10","43"
"151315","Parmer",2021-10-22,0,"2021","10","43"
"151316","Pecos",2021-10-22,3,"2021","10","43"
"151317","Polk",2021-10-22,1,"2021","10","43"
"151318","Potter",2021-10-22,21,"2021","10","43"
"151319","Presidio",2021-10-22,0,"2021","10","43"
"151320","Rains",2021-10-22,1,"2021","10","43"
"151321","Randall",2021-10-22,24,"2021","10","43"
"151322","Reagan",2021-10-22,0,"2021","10","43"
"151323","Real",2021-10-22,0,"2021","10","43"
"151324","Red River",2021-10-22,0,"2021","10","43"
"151325","Reeves",2021-10-22,2,"2021","10","43"
"151326","Refugio",2021-10-22,0,"2021","10","43"
"151327","Roberts",2021-10-22,0,"2021","10","43"
"151328","Robertson",2021-10-22,1,"2021","10","43"
"151329","Rockwall",2021-10-22,10,"2021","10","43"
"151330","Runnels",2021-10-22,0,"2021","10","43"
"151331","Rusk",2021-10-22,2,"2021","10","43"
"151332","Sabine",2021-10-22,0,"2021","10","43"
"151333","San Augustine",2021-10-22,0,"2021","10","43"
"151334","San Jacinto",2021-10-22,4,"2021","10","43"
"151335","San Patricio",2021-10-22,3,"2021","10","43"
"151336","San Saba",2021-10-22,1,"2021","10","43"
"151337","Schleicher",2021-10-22,1,"2021","10","43"
"151338","Scurry",2021-10-22,0,"2021","10","43"
"151339","Shackelford",2021-10-22,0,"2021","10","43"
"151340","Shelby",2021-10-22,1,"2021","10","43"
"151341","Sherman",2021-10-22,0,"2021","10","43"
"151342","Smith",2021-10-22,58,"2021","10","43"
"151343","Somervell",2021-10-22,1,"2021","10","43"
"151344","Starr",2021-10-22,11,"2021","10","43"
"151345","Stephens",2021-10-22,4,"2021","10","43"
"151346","Sterling",2021-10-22,0,"2021","10","43"
"151347","Stonewall",2021-10-22,2,"2021","10","43"
"151348","Sutton",2021-10-22,0,"2021","10","43"
"151349","Swisher",2021-10-22,1,"2021","10","43"
"151350","Tarrant",2021-10-22,342,"2021","10","43"
"151351","Taylor",2021-10-22,14,"2021","10","43"
"151352","Terrell",2021-10-22,0,"2021","10","43"
"151353","Terry",2021-10-22,0,"2021","10","43"
"151354","Throckmorton",2021-10-22,0,"2021","10","43"
"151355","Titus",2021-10-22,1,"2021","10","43"
"151356","Tom Green",2021-10-22,4,"2021","10","43"
"151357","Travis",2021-10-22,172,"2021","10","43"
"151358","Trinity",2021-10-22,5,"2021","10","43"
"151359","Tyler",2021-10-22,1,"2021","10","43"
"151360","Upshur",2021-10-22,2,"2021","10","43"
"151361","Upton",2021-10-22,0,"2021","10","43"
"151362","Uvalde",2021-10-22,2,"2021","10","43"
"151363","Val Verde",2021-10-22,1,"2021","10","43"
"151364","Van Zandt",2021-10-22,4,"2021","10","43"
"151365","Victoria",2021-10-22,4,"2021","10","43"
"151366","Walker",2021-10-22,5,"2021","10","43"
"151367","Waller",2021-10-22,5,"2021","10","43"
"151368","Ward",2021-10-22,3,"2021","10","43"
"151369","Washington",2021-10-22,2,"2021","10","43"
"151370","Webb",2021-10-22,59,"2021","10","43"
"151371","Wharton",2021-10-22,7,"2021","10","43"
"151372","Wheeler",2021-10-22,1,"2021","10","43"
"151373","Wichita",2021-10-22,23,"2021","10","43"
"151374","Wilbarger",2021-10-22,4,"2021","10","43"
"151375","Willacy",2021-10-22,2,"2021","10","43"
"151376","Williamson",2021-10-22,88,"2021","10","43"
"151377","Wilson",2021-10-22,7,"2021","10","43"
"151378","Winkler",2021-10-22,4,"2021","10","43"
"151379","Wise",2021-10-22,13,"2021","10","43"
"151380","Wood",2021-10-22,7,"2021","10","43"
"151381","Yoakum",2021-10-22,0,"2021","10","43"
"151382","Young",2021-10-22,12,"2021","10","43"
"151383","Zapata",2021-10-22,0,"2021","10","43"
"151384","Zavala",2021-10-22,0,"2021","10","43"
"151385","Anderson",2021-10-23,4,"2021","10","43"
"151386","Andrews",2021-10-23,0,"2021","10","43"
"151387","Angelina",2021-10-23,2,"2021","10","43"
"151388","Aransas",2021-10-23,0,"2021","10","43"
"151389","Archer",2021-10-23,0,"2021","10","43"
"151390","Armstrong",2021-10-23,0,"2021","10","43"
"151391","Atascosa",2021-10-23,4,"2021","10","43"
"151392","Austin",2021-10-23,1,"2021","10","43"
"151393","Bailey",2021-10-23,0,"2021","10","43"
"151394","Bandera",2021-10-23,0,"2021","10","43"
"151395","Bastrop",2021-10-23,5,"2021","10","43"
"151396","Baylor",2021-10-23,3,"2021","10","43"
"151397","Bee",2021-10-23,2,"2021","10","43"
"151398","Bell",2021-10-23,27,"2021","10","43"
"151399","Bexar",2021-10-23,160,"2021","10","43"
"151400","Blanco",2021-10-23,3,"2021","10","43"
"151401","Borden",2021-10-23,0,"2021","10","43"
"151402","Bosque",2021-10-23,2,"2021","10","43"
"151403","Bowie",2021-10-23,5,"2021","10","43"
"151404","Brazoria",2021-10-23,42,"2021","10","43"
"151405","Brazos",2021-10-23,14,"2021","10","43"
"151406","Brewster",2021-10-23,0,"2021","10","43"
"151407","Briscoe",2021-10-23,0,"2021","10","43"
"151408","Brooks",2021-10-23,0,"2021","10","43"
"151409","Brown",2021-10-23,2,"2021","10","43"
"151410","Burleson",2021-10-23,1,"2021","10","43"
"151411","Burnet",2021-10-23,8,"2021","10","43"
"151412","Caldwell",2021-10-23,4,"2021","10","43"
"151413","Calhoun",2021-10-23,0,"2021","10","43"
"151414","Callahan",2021-10-23,1,"2021","10","43"
"151415","Cameron",2021-10-23,22,"2021","10","43"
"151416","Camp",2021-10-23,0,"2021","10","43"
"151417","Carson",2021-10-23,0,"2021","10","43"
"151418","Cass",2021-10-23,1,"2021","10","43"
"151419","Castro",2021-10-23,0,"2021","10","43"
"151420","Chambers",2021-10-23,3,"2021","10","43"
"151421","Cherokee",2021-10-23,6,"2021","10","43"
"151422","Childress",2021-10-23,1,"2021","10","43"
"151423","Clay",2021-10-23,0,"2021","10","43"
"151424","Cochran",2021-10-23,1,"2021","10","43"
"151425","Coke",2021-10-23,0,"2021","10","43"
"151426","Coleman",2021-10-23,0,"2021","10","43"
"151427","Collin",2021-10-23,101,"2021","10","43"
"151428","Collingsworth",2021-10-23,0,"2021","10","43"
"151429","Colorado",2021-10-23,0,"2021","10","43"
"151430","Comal",2021-10-23,15,"2021","10","43"
"151431","Comanche",2021-10-23,1,"2021","10","43"
"151432","Concho",2021-10-23,0,"2021","10","43"
"151433","Cooke",2021-10-23,0,"2021","10","43"
"151434","Coryell",2021-10-23,5,"2021","10","43"
"151435","Cottle",2021-10-23,0,"2021","10","43"
"151436","Crane",2021-10-23,0,"2021","10","43"
"151437","Crockett",2021-10-23,0,"2021","10","43"
"151438","Crosby",2021-10-23,2,"2021","10","43"
"151439","Culberson",2021-10-23,1,"2021","10","43"
"151440","Dallam",2021-10-23,0,"2021","10","43"
"151441","Dallas",2021-10-23,270,"2021","10","43"
"151442","Dawson",2021-10-23,0,"2021","10","43"
"151443","Deaf Smith",2021-10-23,0,"2021","10","43"
"151444","Delta",2021-10-23,0,"2021","10","43"
"151445","Denton",2021-10-23,110,"2021","10","43"
"151446","DeWitt",2021-10-23,3,"2021","10","43"
"151447","Dickens",2021-10-23,0,"2021","10","43"
"151448","Dimmit",2021-10-23,0,"2021","10","43"
"151449","Donley",2021-10-23,0,"2021","10","43"
"151450","Duval",2021-10-23,0,"2021","10","43"
"151451","Eastland",2021-10-23,2,"2021","10","43"
"151452","Ector",2021-10-23,11,"2021","10","43"
"151453","Edwards",2021-10-23,0,"2021","10","43"
"151454","El Paso",2021-10-23,133,"2021","10","43"
"151455","Ellis",2021-10-23,26,"2021","10","43"
"151456","Erath",2021-10-23,3,"2021","10","43"
"151457","Falls",2021-10-23,0,"2021","10","43"
"151458","Fannin",2021-10-23,5,"2021","10","43"
"151459","Fayette",2021-10-23,1,"2021","10","43"
"151460","Fisher",2021-10-23,0,"2021","10","43"
"151461","Floyd",2021-10-23,0,"2021","10","43"
"151462","Foard",2021-10-23,0,"2021","10","43"
"151463","Fort Bend",2021-10-23,162,"2021","10","43"
"151464","Franklin",2021-10-23,0,"2021","10","43"
"151465","Freestone",2021-10-23,7,"2021","10","43"
"151466","Frio",2021-10-23,6,"2021","10","43"
"151467","Gaines",2021-10-23,0,"2021","10","43"
"151468","Galveston",2021-10-23,58,"2021","10","43"
"151469","Garza",2021-10-23,0,"2021","10","43"
"151470","Gillespie",2021-10-23,0,"2021","10","43"
"151471","Glasscock",2021-10-23,0,"2021","10","43"
"151472","Goliad",2021-10-23,1,"2021","10","43"
"151473","Gonzales",2021-10-23,1,"2021","10","43"
"151474","Gray",2021-10-23,2,"2021","10","43"
"151475","Grayson",2021-10-23,23,"2021","10","43"
"151476","Gregg",2021-10-23,2,"2021","10","43"
"151477","Grimes",2021-10-23,6,"2021","10","43"
"151478","Guadalupe",2021-10-23,14,"2021","10","43"
"151479","Hale",2021-10-23,2,"2021","10","43"
"151480","Hall",2021-10-23,0,"2021","10","43"
"151481","Hamilton",2021-10-23,1,"2021","10","43"
"151482","Hansford",2021-10-23,0,"2021","10","43"
"151483","Hardeman",2021-10-23,1,"2021","10","43"
"151484","Hardin",2021-10-23,0,"2021","10","43"
"151485","Harris",2021-10-23,359,"2021","10","43"
"151486","Harrison",2021-10-23,1,"2021","10","43"
"151487","Hartley",2021-10-23,1,"2021","10","43"
"151488","Haskell",2021-10-23,0,"2021","10","43"
"151489","Hays",2021-10-23,27,"2021","10","43"
"151490","Hemphill",2021-10-23,0,"2021","10","43"
"151491","Henderson",2021-10-23,5,"2021","10","43"
"151492","Hidalgo",2021-10-23,36,"2021","10","43"
"151493","Hill",2021-10-23,1,"2021","10","43"
"151494","Hockley",2021-10-23,2,"2021","10","43"
"151495","Hood",2021-10-23,4,"2021","10","43"
"151496","Hopkins",2021-10-23,4,"2021","10","43"
"151497","Houston",2021-10-23,0,"2021","10","43"
"151498","Howard",2021-10-23,1,"2021","10","43"
"151499","Hudspeth",2021-10-23,0,"2021","10","43"
"151500","Hunt",2021-10-23,10,"2021","10","43"
"151501","Hutchinson",2021-10-23,9,"2021","10","43"
"151502","Irion",2021-10-23,0,"2021","10","43"
"151503","Jack",2021-10-23,1,"2021","10","43"
"151504","Jackson",2021-10-23,1,"2021","10","43"
"151505","Jasper",2021-10-23,5,"2021","10","43"
"151506","Jeff Davis",2021-10-23,0,"2021","10","43"
"151507","Jefferson",2021-10-23,17,"2021","10","43"
"151508","Jim Hogg",2021-10-23,1,"2021","10","43"
"151509","Jim Wells",2021-10-23,5,"2021","10","43"
"151510","Johnson",2021-10-23,11,"2021","10","43"
"151511","Jones",2021-10-23,0,"2021","10","43"
"151512","Karnes",2021-10-23,1,"2021","10","43"
"151513","Kaufman",2021-10-23,16,"2021","10","43"
"151514","Kendall",2021-10-23,2,"2021","10","43"
"151515","Kenedy",2021-10-23,0,"2021","10","43"
"151516","Kent",2021-10-23,0,"2021","10","43"
"151517","Kerr",2021-10-23,4,"2021","10","43"
"151518","Kimble",2021-10-23,0,"2021","10","43"
"151519","King",2021-10-23,0,"2021","10","43"
"151520","Kinney",2021-10-23,0,"2021","10","43"
"151521","Kleberg",2021-10-23,1,"2021","10","43"
"151522","Knox",2021-10-23,1,"2021","10","43"
"151523","La Salle",2021-10-23,0,"2021","10","43"
"151524","Lamar",2021-10-23,3,"2021","10","43"
"151525","Lamb",2021-10-23,4,"2021","10","43"
"151526","Lampasas",2021-10-23,1,"2021","10","43"
"151527","Lavaca",2021-10-23,2,"2021","10","43"
"151528","Lee",2021-10-23,2,"2021","10","43"
"151529","Leon",2021-10-23,2,"2021","10","43"
"151530","Liberty",2021-10-23,4,"2021","10","43"
"151531","Limestone",2021-10-23,1,"2021","10","43"
"151532","Lipscomb",2021-10-23,1,"2021","10","43"
"151533","Live Oak",2021-10-23,2,"2021","10","43"
"151534","Llano",2021-10-23,1,"2021","10","43"
"151535","Loving",2021-10-23,0,"2021","10","43"
"151536","Lubbock",2021-10-23,17,"2021","10","43"
"151537","Lynn",2021-10-23,0,"2021","10","43"
"151538","Madison",2021-10-23,1,"2021","10","43"
"151539","Marion",2021-10-23,2,"2021","10","43"
"151540","Martin",2021-10-23,0,"2021","10","43"
"151541","Mason",2021-10-23,0,"2021","10","43"
"151542","Matagorda",2021-10-23,3,"2021","10","43"
"151543","Maverick",2021-10-23,2,"2021","10","43"
"151544","McCulloch",2021-10-23,1,"2021","10","43"
"151545","McLennan",2021-10-23,7,"2021","10","43"
"151546","McMullen",2021-10-23,0,"2021","10","43"
"151547","Medina",2021-10-23,0,"2021","10","43"
"151548","Menard",2021-10-23,0,"2021","10","43"
"151549","Midland",2021-10-23,0,"2021","10","43"
"151550","Milam",2021-10-23,2,"2021","10","43"
"151551","Mills",2021-10-23,0,"2021","10","43"
"151552","Mitchell",2021-10-23,3,"2021","10","43"
"151553","Montague",2021-10-23,3,"2021","10","43"
"151554","Montgomery",2021-10-23,49,"2021","10","43"
"151555","Moore",2021-10-23,2,"2021","10","43"
"151556","Morris",2021-10-23,0,"2021","10","43"
"151557","Motley",2021-10-23,0,"2021","10","43"
"151558","Nacogdoches",2021-10-23,1,"2021","10","43"
"151559","Navarro",2021-10-23,1,"2021","10","43"
"151560","Newton",2021-10-23,2,"2021","10","43"
"151561","Nolan",2021-10-23,1,"2021","10","43"
"151562","Nueces",2021-10-23,14,"2021","10","43"
"151563","Ochiltree",2021-10-23,5,"2021","10","43"
"151564","Oldham",2021-10-23,0,"2021","10","43"
"151565","Orange",2021-10-23,0,"2021","10","43"
"151566","Palo Pinto",2021-10-23,9,"2021","10","43"
"151567","Panola",2021-10-23,0,"2021","10","43"
"151568","Parker",2021-10-23,22,"2021","10","43"
"151569","Parmer",2021-10-23,1,"2021","10","43"
"151570","Pecos",2021-10-23,2,"2021","10","43"
"151571","Polk",2021-10-23,2,"2021","10","43"
"151572","Potter",2021-10-23,2,"2021","10","43"
"151573","Presidio",2021-10-23,0,"2021","10","43"
"151574","Rains",2021-10-23,0,"2021","10","43"
"151575","Randall",2021-10-23,2,"2021","10","43"
"151576","Reagan",2021-10-23,0,"2021","10","43"
"151577","Real",2021-10-23,1,"2021","10","43"
"151578","Red River",2021-10-23,0,"2021","10","43"
"151579","Reeves",2021-10-23,3,"2021","10","43"
"151580","Refugio",2021-10-23,0,"2021","10","43"
"151581","Roberts",2021-10-23,0,"2021","10","43"
"151582","Robertson",2021-10-23,1,"2021","10","43"
"151583","Rockwall",2021-10-23,11,"2021","10","43"
"151584","Runnels",2021-10-23,1,"2021","10","43"
"151585","Rusk",2021-10-23,2,"2021","10","43"
"151586","Sabine",2021-10-23,0,"2021","10","43"
"151587","San Augustine",2021-10-23,0,"2021","10","43"
"151588","San Jacinto",2021-10-23,1,"2021","10","43"
"151589","San Patricio",2021-10-23,1,"2021","10","43"
"151590","San Saba",2021-10-23,0,"2021","10","43"
"151591","Schleicher",2021-10-23,0,"2021","10","43"
"151592","Scurry",2021-10-23,0,"2021","10","43"
"151593","Shackelford",2021-10-23,0,"2021","10","43"
"151594","Shelby",2021-10-23,0,"2021","10","43"
"151595","Sherman",2021-10-23,0,"2021","10","43"
"151596","Smith",2021-10-23,12,"2021","10","43"
"151597","Somervell",2021-10-23,0,"2021","10","43"
"151598","Starr",2021-10-23,1,"2021","10","43"
"151599","Stephens",2021-10-23,1,"2021","10","43"
"151600","Sterling",2021-10-23,0,"2021","10","43"
"151601","Stonewall",2021-10-23,0,"2021","10","43"
"151602","Sutton",2021-10-23,0,"2021","10","43"
"151603","Swisher",2021-10-23,1,"2021","10","43"
"151604","Tarrant",2021-10-23,350,"2021","10","43"
"151605","Taylor",2021-10-23,8,"2021","10","43"
"151606","Terrell",2021-10-23,0,"2021","10","43"
"151607","Terry",2021-10-23,0,"2021","10","43"
"151608","Throckmorton",2021-10-23,0,"2021","10","43"
"151609","Titus",2021-10-23,0,"2021","10","43"
"151610","Tom Green",2021-10-23,1,"2021","10","43"
"151611","Travis",2021-10-23,131,"2021","10","43"
"151612","Trinity",2021-10-23,0,"2021","10","43"
"151613","Tyler",2021-10-23,3,"2021","10","43"
"151614","Upshur",2021-10-23,2,"2021","10","43"
"151615","Upton",2021-10-23,0,"2021","10","43"
"151616","Uvalde",2021-10-23,1,"2021","10","43"
"151617","Val Verde",2021-10-23,1,"2021","10","43"
"151618","Van Zandt",2021-10-23,3,"2021","10","43"
"151619","Victoria",2021-10-23,1,"2021","10","43"
"151620","Walker",2021-10-23,5,"2021","10","43"
"151621","Waller",2021-10-23,6,"2021","10","43"
"151622","Ward",2021-10-23,0,"2021","10","43"
"151623","Washington",2021-10-23,4,"2021","10","43"
"151624","Webb",2021-10-23,10,"2021","10","43"
"151625","Wharton",2021-10-23,1,"2021","10","43"
"151626","Wheeler",2021-10-23,1,"2021","10","43"
"151627","Wichita",2021-10-23,11,"2021","10","43"
"151628","Wilbarger",2021-10-23,5,"2021","10","43"
"151629","Willacy",2021-10-23,1,"2021","10","43"
"151630","Williamson",2021-10-23,56,"2021","10","43"
"151631","Wilson",2021-10-23,5,"2021","10","43"
"151632","Winkler",2021-10-23,3,"2021","10","43"
"151633","Wise",2021-10-23,4,"2021","10","43"
"151634","Wood",2021-10-23,1,"2021","10","43"
"151635","Yoakum",2021-10-23,0,"2021","10","43"
"151636","Young",2021-10-23,2,"2021","10","43"
"151637","Zapata",2021-10-23,0,"2021","10","43"
"151638","Zavala",2021-10-23,1,"2021","10","43"
"151639","Anderson",2021-10-24,0,"2021","10","43"
"151640","Andrews",2021-10-24,0,"2021","10","43"
"151641","Angelina",2021-10-24,2,"2021","10","43"
"151642","Aransas",2021-10-24,1,"2021","10","43"
"151643","Archer",2021-10-24,1,"2021","10","43"
"151644","Armstrong",2021-10-24,0,"2021","10","43"
"151645","Atascosa",2021-10-24,8,"2021","10","43"
"151646","Austin",2021-10-24,3,"2021","10","43"
"151647","Bailey",2021-10-24,1,"2021","10","43"
"151648","Bandera",2021-10-24,1,"2021","10","43"
"151649","Bastrop",2021-10-24,8,"2021","10","43"
"151650","Baylor",2021-10-24,0,"2021","10","43"
"151651","Bee",2021-10-24,3,"2021","10","43"
"151652","Bell",2021-10-24,33,"2021","10","43"
"151653","Bexar",2021-10-24,172,"2021","10","43"
"151654","Blanco",2021-10-24,6,"2021","10","43"
"151655","Borden",2021-10-24,0,"2021","10","43"
"151656","Bosque",2021-10-24,0,"2021","10","43"
"151657","Bowie",2021-10-24,2,"2021","10","43"
"151658","Brazoria",2021-10-24,65,"2021","10","43"
"151659","Brazos",2021-10-24,17,"2021","10","43"
"151660","Brewster",2021-10-24,0,"2021","10","43"
"151661","Briscoe",2021-10-24,0,"2021","10","43"
"151662","Brooks",2021-10-24,0,"2021","10","43"
"151663","Brown",2021-10-24,3,"2021","10","43"
"151664","Burleson",2021-10-24,0,"2021","10","43"
"151665","Burnet",2021-10-24,2,"2021","10","43"
"151666","Caldwell",2021-10-24,3,"2021","10","43"
"151667","Calhoun",2021-10-24,0,"2021","10","43"
"151668","Callahan",2021-10-24,1,"2021","10","43"
"151669","Cameron",2021-10-24,28,"2021","10","43"
"151670","Camp",2021-10-24,1,"2021","10","43"
"151671","Carson",2021-10-24,2,"2021","10","43"
"151672","Cass",2021-10-24,0,"2021","10","43"
"151673","Castro",2021-10-24,5,"2021","10","43"
"151674","Chambers",2021-10-24,6,"2021","10","43"
"151675","Cherokee",2021-10-24,5,"2021","10","43"
"151676","Childress",2021-10-24,16,"2021","10","43"
"151677","Clay",2021-10-24,5,"2021","10","43"
"151678","Cochran",2021-10-24,0,"2021","10","43"
"151679","Coke",2021-10-24,0,"2021","10","43"
"151680","Coleman",2021-10-24,12,"2021","10","43"
"151681","Collin",2021-10-24,104,"2021","10","43"
"151682","Collingsworth",2021-10-24,0,"2021","10","43"
"151683","Colorado",2021-10-24,0,"2021","10","43"
"151684","Comal",2021-10-24,15,"2021","10","43"
"151685","Comanche",2021-10-24,0,"2021","10","43"
"151686","Concho",2021-10-24,0,"2021","10","43"
"151687","Cooke",2021-10-24,1,"2021","10","43"
"151688","Coryell",2021-10-24,6,"2021","10","43"
"151689","Cottle",2021-10-24,0,"2021","10","43"
"151690","Crane",2021-10-24,3,"2021","10","43"
"151691","Crockett",2021-10-24,0,"2021","10","43"
"151692","Crosby",2021-10-24,0,"2021","10","43"
"151693","Culberson",2021-10-24,0,"2021","10","43"
"151694","Dallam",2021-10-24,2,"2021","10","43"
"151695","Dallas",2021-10-24,225,"2021","10","43"
"151696","Dawson",2021-10-24,1,"2021","10","43"
"151697","Deaf Smith",2021-10-24,9,"2021","10","43"
"151698","Delta",2021-10-24,1,"2021","10","43"
"151699","Denton",2021-10-24,87,"2021","10","43"
"151700","DeWitt",2021-10-24,0,"2021","10","43"
"151701","Dickens",2021-10-24,0,"2021","10","43"
"151702","Dimmit",2021-10-24,1,"2021","10","43"
"151703","Donley",2021-10-24,0,"2021","10","43"
"151704","Duval",2021-10-24,0,"2021","10","43"
"151705","Eastland",2021-10-24,0,"2021","10","43"
"151706","Ector",2021-10-24,3,"2021","10","43"
"151707","Edwards",2021-10-24,0,"2021","10","43"
"151708","El Paso",2021-10-24,105,"2021","10","43"
"151709","Ellis",2021-10-24,8,"2021","10","43"
"151710","Erath",2021-10-24,2,"2021","10","43"
"151711","Falls",2021-10-24,3,"2021","10","43"
"151712","Fannin",2021-10-24,3,"2021","10","43"
"151713","Fayette",2021-10-24,2,"2021","10","43"
"151714","Fisher",2021-10-24,0,"2021","10","43"
"151715","Floyd",2021-10-24,3,"2021","10","43"
"151716","Foard",2021-10-24,0,"2021","10","43"
"151717","Fort Bend",2021-10-24,99,"2021","10","43"
"151718","Franklin",2021-10-24,1,"2021","10","43"
"151719","Freestone",2021-10-24,2,"2021","10","43"
"151720","Frio",2021-10-24,2,"2021","10","43"
"151721","Gaines",2021-10-24,1,"2021","10","43"
"151722","Galveston",2021-10-24,41,"2021","10","43"
"151723","Garza",2021-10-24,1,"2021","10","43"
"151724","Gillespie",2021-10-24,3,"2021","10","43"
"151725","Glasscock",2021-10-24,0,"2021","10","43"
"151726","Goliad",2021-10-24,0,"2021","10","43"
"151727","Gonzales",2021-10-24,2,"2021","10","43"
"151728","Gray",2021-10-24,3,"2021","10","43"
"151729","Grayson",2021-10-24,16,"2021","10","43"
"151730","Gregg",2021-10-24,5,"2021","10","43"
"151731","Grimes",2021-10-24,2,"2021","10","43"
"151732","Guadalupe",2021-10-24,10,"2021","10","43"
"151733","Hale",2021-10-24,7,"2021","10","43"
"151734","Hall",2021-10-24,1,"2021","10","43"
"151735","Hamilton",2021-10-24,1,"2021","10","43"
"151736","Hansford",2021-10-24,0,"2021","10","43"
"151737","Hardeman",2021-10-24,0,"2021","10","43"
"151738","Hardin",2021-10-24,1,"2021","10","43"
"151739","Harris",2021-10-24,495,"2021","10","43"
"151740","Harrison",2021-10-24,1,"2021","10","43"
"151741","Hartley",2021-10-24,0,"2021","10","43"
"151742","Haskell",2021-10-24,0,"2021","10","43"
"151743","Hays",2021-10-24,58,"2021","10","43"
"151744","Hemphill",2021-10-24,3,"2021","10","43"
"151745","Henderson",2021-10-24,9,"2021","10","43"
"151746","Hidalgo",2021-10-24,22,"2021","10","43"
